ric,company_name,name_bhrc,url_bhrc,,,,,,,,,,,,,,
GJFG.OL,Gjensidige Forsikring ASA,Gjensidige,https://www.business-humanrights.org/en/companies/gjensidige/,,,,,,,,,,,,,,
GL9.I,Glanbia PLC,Glanbia Plc,https://www.business-humanrights.org/en/companies/glanbia-plc/,,,,,,,,,,,,,,
GLEN.L,Glencore PLC,Glencore,https://www.business-humanrights.org/en/companies/glencore/,,,,,,,,,,,,,,
GMAB.CO,Genmab A/S,Genmab,https://www.business-humanrights.org/en/companies/genmab/,,,,,,,,,,,,,,
GRG.L,Greggs PLC,Greggs,https://www.business-humanrights.org/en/companies/greggs/,,,,,,,,,,,,,,
GRLS.MC,Grifols SA,Grifols S.A.,https://www.business-humanrights.org/en/companies/grifols-sa/,,,,,,,,,,,,,,
GSK.L,GSK plc,GSK,https://www.business-humanrights.org/en/companies/gsk/,,,,,,,,,,,,,,
GTT.PA,Gaztransport et Technigaz SA,N/A,N/A,,,,,,,,,,,,,,
GXIG.DE,Gerresheimer AG,N/A,N/A,,,,,,,,,,,,,,
HAGG.DE,Hensoldt AG,Hensoldt,https://www.business-humanrights.org/en/companies/hensoldt/,,,,,,,,,,,,,,
HEIG.DE,Heidelberg Materials AG,Heidelberg Materials (HeidelbergCement),https://www.business-humanrights.org/en/companies/heidelbergcement/,,,,,,,,,,,,,,
HEIN.AS,Heineken NV,Heineken,https://www.business-humanrights.org/en/companies/heineken/,,,,,,,,,,,,,,
HEIO.AS,Heineken Holding NV,N/A,N/A,,,,,,,,,,,,,,
HELN.S,Helvetia Holding AG,N/A,N/A,,,,,,,,,,,,,,
HEM.ST,Hemnet Group AB (publ),N/A,N/A,,,,,,,,,,,,,,
HEXAb.ST,Hexagon AB,Hexagon,https://www.business-humanrights.org/en/companies/hexagon/,,,,,,,,,,,,,,
HIAB.HE,Hiab Oyj,N/A,N/A,,,,,,,,,,,,,,
HIK.L,Hikma Pharmaceuticals PLC,Hikma Pharmaceuticals plc,https://www.business-humanrights.org/en/companies/hikma-pharmaceuticals-plc/,,,,,,,,,,,,,,
HLMA.L,Halma PLC,Halma,https://www.business-humanrights.org/en/companies/halma/,,,,,,,,,,,,,,
HLN.L,Haleon PLC,N/A,N/A,,,,,,,,,,,,,,
HMb.ST,H & M Hennes & Mauritz AB,Hennes & Mauritz (H&M),https://www.business-humanrights.org/en/companies/hennes-mauritz-hm/,,,,,,,,,,,,,,
HNKG_p.DE,Henkel AG & Co KGaA,Henkel,https://www.business-humanrights.org/en/companies/henkel/,,,,,,,,,,,,,,
HNRGn.DE,Hannover Rueck SE,N/A,N/A,,,,,,,,,,,,,,
HOLMb.ST,Holmen AB,Holmen,https://www.business-humanrights.org/en/companies/holmen/,,,,,,,,,,,,,,
HOLN.S,Holcim AG,Holcim (part of LafargeHolcim),https://www.business-humanrights.org/en/companies/holcim-part-of-lafargeholcim/,,,,,,,,,,,,,,
HOTG.DE,Hochtief AG,Hochtief,https://www.business-humanrights.org/en/companies/hochtief/,,,,,,,,,,,,,,
HPOLb.ST,Hexpol AB,N/A,N/A,,,,,,,,,,,,,,
HRA.MI,Hera SpA,N/A,N/A,,,,,,,,,,,,,,
HRMS.PA,Hermes International SCA,Hermès,https://www.business-humanrights.org/en/companies/hermès/,,,,,,,,,,,,,,
HSBA.L,HSBC Holdings PLC,HSBC,https://www.business-humanrights.org/en/companies/hsbc/,,,,,,,,,,,,,,
HSX.L,Hiscox Ltd,Hiscox,https://www.business-humanrights.org/en/companies/hiscox/,,,,,,,,,,,,,,
HUH1V.HE,Huhtamaki Oyj,Huhtamaki OYJ,https://www.business-humanrights.org/en/companies/huhtamaki-oyj/,,,,,,,,,,,,,,
HWDN.L,Howden Joinery Group PLC,Howden Joinery Group Plc,https://www.business-humanrights.org/en/companies/howden-joinery-group-plc/,,,,,,,,,,,,,,
IBE.MC,Iberdrola SA,Iberdrola,https://www.business-humanrights.org/en/companies/iberdrola/,,,,,,,,,,,,,,
ICAG.L,International Consolidated Airlines Group SA,International Consolidated Airlines Group,https://www.business-humanrights.org/en/companies/international-consolidated-airlines-group/,,,,,,,,,,,,,,
ICGIN.L,ICG PLC,Intermediate Capital Group plc,https://www.business-humanrights.org/en/companies/intermediate-capital-group-plc/,,,,,,,,,,,,,,
IDR.MC,Indra Sistemas SA,Indra Sistemas SA,https://www.business-humanrights.org/en/companies/indra/,,,,,,,,,,,,,,
IETB.BR,D'Ieteren Group SA,N/A,N/A,,,,,,,,,,,,,,
IFCN.S,Inficon Holding AG,N/A,N/A,,,,,,,,,,,,,,
IFXGn.DE,Infineon Technologies AG,Infineon Technologies,https://www.business-humanrights.org/en/companies/infineon-technologies/,,,,,,,,,,,,,,
IG.MI,Italgas SpA,N/A,N/A,,,,,,,,,,,,,,
IGG.L,IG Group Holdings PLC,IG Group Holdings Plc,https://www.business-humanrights.org/en/companies/ig-group-holdings-plc/,,,,,,,,,,,,,,
IHG.L,InterContinental Hotels Group PLC,IHG Hotels & Resorts,https://www.business-humanrights.org/en/companies/ihg-hotels-resorts/,,,,,,,,,,,,,,
III.L,3i Group PLC,3i,https://www.business-humanrights.org/en/companies/3i/,,,,,,,,,,,,,,
IMB.L,Imperial Brands PLC,Imperial Brands plc,https://www.business-humanrights.org/en/companies/imperial-brands-plc/,,,,,,,,,,,,,,
IMCD.AS,IMCD NV,IMCD Group,https://www.business-humanrights.org/en/companies/imcd-group/,,,,,,,,,,,,,,
IMI.L,IMI PLC,IMI,https://www.business-humanrights.org/en/companies/imi/,,,,,,,,,,,,,,
INCH.L,Inchcape PLC,Inchcape plc,https://www.business-humanrights.org/en/companies/inchcape-plc/,,,,,,,,,,,,,,
INDT.ST,Indutrade AB,N/A,N/A,,,,,,,,,,,,,,
INDUc.ST,Industrivarden AB,AB Industrivärden,https://www.business-humanrights.org/en/companies/ab-industrivärden/,,,,,,,,,,,,,,
INF.L,Informa PLC,Informa plc,https://www.business-humanrights.org/en/companies/informa-plc/,,,,,,,,,,,,,,
INGA.AS,ING Groep NV,ING,https://www.business-humanrights.org/en/companies/ing/,,,,,,,,,,,,,,
INPST.AS,InPost SA,N/A,N/A,,,,,,,,,,,,,,
INVEb.ST,Investor AB,N/A,N/A,,,,,,,,,,,,,,
INVP.L,Investec PLC,Investec Bank plc,https://www.business-humanrights.org/en/companies/investec-bank-plc/,,,,,,,,,,,,,,
INWT.MI,Infrastrutture Wireless Italiane SpA,N/A,N/A,,,,,,,,,,,,,,
IPN.PA,Ipsen SA,N/A,N/A,,,,,,,,,,,,,,
ISP.MI,Intesa Sanpaolo SpA,Intesa Sanpaolo,https://www.business-humanrights.org/en/companies/intesa-sanpaolo/,,,,,,,,,,,,,,
ISS.CO,ISS A/S,ISS,https://www.business-humanrights.org/en/companies/iss/,,,,,,,,,,,,,,
ITPG.MI,Interpump Group SpA,N/A,N/A,,,,,,,,,,,,,,
ITRK.L,Intertek Group PLC,Intertek,https://www.business-humanrights.org/en/companies/intertek/,,,,,,,,,,,,,,
ITV.L,ITV PLC,ITV,https://www.business-humanrights.org/en/companies/itv/,,,,,,,,,,,,,,
ITX.MC,Industria de Diseno Textil SA,Inditex,https://www.business-humanrights.org/en/companies/inditex/,,,,,,,,,,,,,,
IVG.MI,Iveco Group NV,Iveco,https://www.business-humanrights.org/en/companies/iveco/,,,,,,,,,,,,,,
JD.L,JD Sports Fashion PLC,JD Sports Fashion,https://www.business-humanrights.org/en/companies/jd-sports-fashion/,,,,,,,,,,,,,,
JDEP.AS,JDE Peets NV,Jacobs Douwe Egberts (JDE),https://www.business-humanrights.org/en/companies/jacobs-douwe-egberts/,,,,,,,,,,,,,,
JMAT.L,Johnson Matthey PLC,Johnson Matthey,https://www.business-humanrights.org/en/companies/johnson-matthey/,,,,,,,,,,,,,,
JMT.LS,Jeronimo Martins SGPS SA,N/A,N/A,,,,,,,,,,,,,,
JYSK.CO,Jyske Bank A/S,Jyske Bank,https://www.business-humanrights.org/en/companies/jyske-bank/,,,,,,,,,,,,,,
KBC.BR,Kbc Groep NV,KBC,https://www.business-humanrights.org/en/companies/kbc/,,,,,,,,,,,,,,
KBCA.BR,Kbc Ancora NV,N/A,N/A,,,,,,,,,,,,,,
KBX.DE,Knorr Bremse AG,N/A,N/A,,,,,,,,,,,,,,
KCRA.HE,Konecranes Abp,N/A,N/A,,,,,,,,,,,,,,
KEMIRA.HE,Kemira Oyj,Kemira,https://www.business-humanrights.org/en/companies/kemira/,,,,,,,,,,,,,,
KESKOB.HE,Kesko Oyj,Kesko,https://www.business-humanrights.org/en/companies/kesko/,,,,,,,,,,,,,,
KGF.L,Kingfisher PLC,Kingfisher,https://www.business-humanrights.org/en/companies/kingfisher/,,,,,,,,,,,,,,
KGH.WA,KGHM Polska Miedz SA,KGHM Polska MiedŸ S.A,https://www.business-humanrights.org/en/companies/kghm-polska-miedÿ-sa/,,,,,,,,,,,,,,
KGX.DE,Kion Group AG,N/A,N/A,,,,,,,,,,,,,,
KINVb.ST,Kinnevik AB,N/A,N/A,,,,,,,,,,,,,,
KNEBV.HE,Kone Oyj,N/A,N/A,,,,,,,,,,,,,,
KNIN.S,Kuehne und Nagel International AG,Kühne + Nagel,https://www.business-humanrights.org/en/companies/kühne-nagel/,,,,,,,,,,,,,,
KOG.OL,Kongsberg Gruppen ASA,Kongsberg,https://www.business-humanrights.org/en/companies/kongsberg/,,,,,,,,,,,,,,
KPN.AS,Koninklijke KPN NV,KPN,https://www.business-humanrights.org/en/companies/kpn/,,,,,,,,,,,,,,
KSP.I,Kingspan Group PLC,Kingspan,https://www.business-humanrights.org/en/companies/kingspan/,,,,,,,,,,,,,,
KYGa.I,Kerry Group PLC,Kerry Group,https://www.business-humanrights.org/en/companies/kerry-group/,,,,,,,,,,,,,,
LAGRb.ST,Lagercrantz Group AB,N/A,N/A,,,,,,,,,,,,,,
LAND.L,Land Securities Group PLC,Land Securities,https://www.business-humanrights.org/en/companies/land-securities/,,,,,,,,,,,,,,
LATOb.ST,Investment AB Latour,N/A,N/A,,,,,,,,,,,,,,
LDOF.MI,Leonardo SpA,Leonardo,https://www.business-humanrights.org/en/companies/leonardo/,,,,,,,,,,,,,,
LEGD.PA,Legrand SA,Legrand Electric Ltd,https://www.business-humanrights.org/en/companies/legrand-electric-ltd/,,,,,,,,,,,,,,
LEGn.DE,LEG Immobilien SE,N/A,N/A,,,,,,,,,,,,,,
LGEN.L,Legal & General Group PLC,N/A,N/A,,,,,,,,,,,,,,
LHAG.DE,Deutsche Lufthansa AG,Lufthansa,https://www.business-humanrights.org/en/companies/lufthansa/,,,,,,,,,,,,,,
LIFCOb.ST,Lifco AB (publ),N/A,N/A,,,,,,,,,,,,,,
LIGHT.AS,Signify NV,Signify,https://www.business-humanrights.org/en/companies/signify/,,,,,,,,,,,,,,
LISP.S,Chocoladefabriken Lindt & Spruengli AG,Lindt & Sprüngli,https://www.business-humanrights.org/en/companies/lindt-sprüngli/,,,,,,,,,,,,,,
LLOY.L,Lloyds Banking Group PLC,Lloyds,https://www.business-humanrights.org/en/companies/lloyds/,,,,,,,,,,,,,,
LMPL.L,LondonMetric Property PLC,LondonMetric Property PLC,https://www.business-humanrights.org/en/companies/londonmetric-property-plc/,,,,,,,,,,,,,,
LOGN.S,Logitech International SA,Logitech,https://www.business-humanrights.org/en/companies/logitech/,,,,,,,,,,,,,,
LOIM.PA,Klepierre SA,N/A,N/A,,,,,,,,,,,,,,
LONN.S,Lonza Group AG,Lonza,https://www.business-humanrights.org/en/companies/lonza/,,,,,,,,,,,,,,
LOOMIS.ST,Loomis AB,N/A,N/A,,,,,,,,,,,,,,
LOTB.BR,Lotus Bakeries NV,N/A,N/A,,,,,,,,,,,,,,
LPPP.WA,LPP SA,LPP Spółka Akcyjna,https://www.business-humanrights.org/en/companies/lpp-spółka-akcyjna/,,,,,,,,,,,,,,
LSEG.L,London Stock Exchange Group PLC,London Stock Exchange,https://www.business-humanrights.org/en/companies/london-stock-exchange/,,,,,,,,,,,,,,
LTEN.PA,Alten SA,N/A,N/A,,,,,,,,,,,,,,
LTMC.MI,Lottomatica Group SpA,N/A,N/A,,,,,,,,,,,,,,
LUNDb.ST,L E Lundbergforetagen AB (publ),N/A,N/A,,,,,,,,,,,,,,
LVMH.PA,LVMH Moet Hennessy Louis Vuitton SE,LVMH Moët Hennessy – Louis Vuitton,https://www.business-humanrights.org/en/companies/lvmh-moët-hennessy-louis-vuitton/,,,,,,,,,,,,,,
LXSG.DE,Lanxess AG,LANXESS,https://www.business-humanrights.org/en/companies/lanxess/,,,,,,,,,,,,,,
MAERSKb.CO,AP Moeller - Maersk A/S,A.P. Moller - Maersk Group,https://www.business-humanrights.org/en/companies/ap-moller-maersk-group/,,,,,,,,,,,,,,
MANTA.HE,Mandatum Oyj,N/A,N/A,,,,,,,,,,,,,,
MAP.MC,Mapfre SA,MAPFRE,https://www.business-humanrights.org/en/companies/mapfre/,,,,,,,,,,,,,,
MBGn.DE,Mercedes-Benz Group AG,Mercedes-Benz Group,https://www.business-humanrights.org/en/companies/mercedes-benz-group/,,,,,,,,,,,,,,
MBK.WA,mBank SA,Mbank,https://www.business-humanrights.org/en/companies/mbank/,,,,,,,,,,,,,,
MDBI.MI,Mediobanca Banca di Credito Finanziario SpA,Mediobanca,https://www.business-humanrights.org/en/companies/mediobanca/,,,,,,,,,,,,,,
METSO.HE,Metso Oyj,N/A,N/A,,,,,,,,,,,,,,
MICP.PA,Compagnie Generale des Etablissements Michelin SCA,Michelin,https://www.business-humanrights.org/en/companies/michelin/,,,,,,,,,,,,,,
MKS.L,Marks and Spencer Group PLC,Marks & Spencer,https://www.business-humanrights.org/en/companies/marks-spencer/,,,,,,,,,,,,,,
MNDI.L,Mondi PLC,Mondi plc,https://www.business-humanrights.org/en/companies/mondi-plc/,,,,,,,,,,,,,,
MNG.L,M&G PLC,N/A,N/A,,,,,,,,,,,,,,
MOBN.S,Mobimo Holding AG,N/A,N/A,,,,,,,,,,,,,,
MONC.MI,Moncler SpA,Moncler,https://www.business-humanrights.org/en/companies/moncler-spa/,,,,,,,,,,,,,,
MOWI.OL,Mowi ASA,Mowi ASA,https://www.business-humanrights.org/en/companies/mowi-asa/,,,,,,,,,,,,,,
MRCG.DE,Merck KGaA,Merck KGaA,https://www.business-humanrights.org/en/companies/merck-kgaa/,,,,,,,,,,,,,,
MRL.MC,MERLIN Properties SOCIMI SA,N/A,N/A,,,,,,,,,,,,,,
MRON.L,Melrose Industries PLC,Melrose Industries PLC,https://www.business-humanrights.org/en/companies/melrose-industries-plc/,,,,,,,,,,,,,,
MT.AS,ArcelorMittal SA,ArcelorMittal,https://www.business-humanrights.org/en/companies/arcelormittal/,,,,,,,,,,,,,,
MTXGn.DE,MTU Aero Engines AG,MTU Aero Engines,https://www.business-humanrights.org/en/companies/mtu-aero-engines/,,,,,,,,,,,,,,
MUVGn.DE,Muenchener Rueckversicherungs-Gesellschaft in Muenchen AG,Münchener Rückversicherungs-Gesellschaft AG (Munich Re),https://www.business-humanrights.org/en/companies/munchener-ruckversicherungs-gesellschaft-ag-munich-re/,,,,,,,,,,,,,,
MWDP.PA,Wendel SE,N/A,N/A,,,,,,,,,,,,,,
MYCR.ST,Mycronic AB (publ),N/A,N/A,,,,,,,,,,,,,,
NAFG.DE,Aurubis AG,Aurubis,https://www.business-humanrights.org/en/companies/aurubis/,,,,,,,,,,,,,,
NDAFI.HE,Nordea Bank Abp,Nordea Bank,https://www.business-humanrights.org/en/companies/nordea-bank/,,,,,,,,,,,,,,
NEKG.DE,Nemetschek SE,N/A,N/A,,,,,,,,,,,,,,
NESN.S,Nestle SA,Nestlé,https://www.business-humanrights.org/en/companies/nestlé/,,,,,,,,,,,,,,
NESTE.HE,Neste Oyj,Neste Oil,https://www.business-humanrights.org/en/companies/neste-oil/,,,,,,,,,,,,,,
NEXII.MI,Nexi SpA,N/A,N/A,,,,,,,,,,,,,,
NEXS.PA,Nexans SA,Nexans,https://www.business-humanrights.org/en/companies/nexans/,,,,,,,,,,,,,,
NG.L,National Grid PLC,National Grid,https://www.business-humanrights.org/en/companies/national-grid/,,,,,,,,,,,,,,
NHY.OL,Norsk Hydro ASA,Norsk Hydro (Hydro),https://www.business-humanrights.org/en/companies/norsk-hydro-hydro/,,,,,,,,,,,,,,
NIBEb.ST,Nibe Industrier AB,N/A,N/A,,,,,,,,,,,,,,
NKT.CO,Nkt A/S,N/A,N/A,,,,,,,,,,,,,,
NN.AS,NN Group NV,NN Group,https://www.business-humanrights.org/en/companies/nn-group/,,,,,,,,,,,,,,
NOKIA.HE,Nokia Oyj,Nokia,https://www.business-humanrights.org/en/companies/nokia/,,,,,,,,,,,,,,
NOVN.S,Novartis AG,Novartis,https://www.business-humanrights.org/en/companies/novartis/,,,,,,,,,,,,,,
NOVOb.CO,Novo Nordisk A/S,Novo Nordisk (part of Novo Group),https://www.business-humanrights.org/en/companies/novo-nordisk-part-of-novo-group/,,,,,,,,,,,,,,
NSISb.CO,Novozymes A/S,Novozymes,https://www.business-humanrights.org/en/companies/novozymes/,,,,,,,,,,,,,,
NTGY.MC,Naturgy Energy Group SA,Naturgy,https://www.business-humanrights.org/en/companies/naturgy/,,,,,,,,,,,,,,
NWG.L,NatWest Group PLC,NatWest (part of Royal Bank of Scotland),https://www.business-humanrights.org/en/companies/natwest-part-of-royal-bank-of-scotland/,,,,,,,,,,,,,,
NXT.L,Next PLC,Next,https://www.business-humanrights.org/en/companies/next/,,,,,,,,,,,,,,
OCDO.L,Ocado Group PLC,Ocado,https://www.business-humanrights.org/en/companies/ocado/,,,,,,,,,,,,,,
OMVV.VI,OMV AG,OMV,https://www.business-humanrights.org/en/companies/omv/,,,,,,,,,,,,,,
ORAN.PA,Orange SA,Orange (formerly France Telecom),https://www.business-humanrights.org/en/companies/orange/,,,,,,,,,,,,,,
OREP.PA,L'Oreal SA,L'Oreal,https://www.business-humanrights.org/en/companies/loreal/,,,,,,,,,,,,,,
ORK.OL,Orkla ASA,Orkla ASA,https://www.business-humanrights.org/en/companies/orkla-asa/,,,,,,,,,,,,,,
ORNBV.HE,Orion Oyj,Orion,https://www.business-humanrights.org/en/companies/orion/,,,,,,,,,,,,,,
ORSTED.CO,Oersted A/S,Ørsted,https://www.business-humanrights.org/en/companies/orsted/,,,,,,,,,,,,,,
P911_p.DE,Dr Ing hc F Porsche AG,Porsche,https://www.business-humanrights.org/en/companies/porsche/,,,,,,,,,,,,,,
PEO.WA,Bank Polska Kasa Opieki SA,N/A,N/A,,,,,,,,,,,,,,
PERP.PA,Pernod Ricard SA,Pernod Ricard,https://www.business-humanrights.org/en/companies/pernod-ricard/,,,,,,,,,,,,,,
PGHN.S,Partners Group Holding AG,Partners Group (UK) Ltd,https://www.business-humanrights.org/en/companies/partners-group-uk-ltd/,,,,,,,,,,,,,,
PHG.AS,Koninklijke Philips NV,Philips (Royal Philips Electronics),https://www.business-humanrights.org/en/companies/philips-royal-philips-electronics/,,,,,,,,,,,,,,
PHNX.L,Phoenix Group Holdings PLC,Phoenix Group,https://www.business-humanrights.org/en/companies/phoenix-group/,,,,,,,,,,,,,,
PKN.WA,Orlen SA,PKN Orlen,https://www.business-humanrights.org/en/companies/pkn-orlen/,,,,,,,,,,,,,,
PKO.WA,Powszechna Kasa Oszczednosci Bank Polski SA,PKO Bank Polski,https://www.business-humanrights.org/en/companies/pko-bank-polski/,,,,,,,,,,,,,,
PLUSP.L,Plus500 Ltd,Plus500 Ltd,https://www.business-humanrights.org/en/companies/plus500-ltd/,,,,,,,,,,,,,,
PNDORA.CO,Pandora A/S,Pandora Group,https://www.business-humanrights.org/en/companies/pandora-group/,,,,,,,,,,,,,,
PNN.L,Pennon Group PLC,Pennon Group plc,https://www.business-humanrights.org/en/companies/pennon-group-plc/,,,,,,,,,,,,,,
PRTP.PA,Kering SA,Kering,https://www.business-humanrights.org/en/companies/kering-formerly-ppr-pinault-printemps-redoute/,,,,,,,,,,,,,,
PRU.L,Prudential PLC,Prudential plc,https://www.business-humanrights.org/en/companies/prudential-plc/,,,,,,,,,,,,,,
PRX.AS,Prosus NV,Prosus,https://www.business-humanrights.org/en/companies/prosus/,,,,,,,,,,,,,,
PRY.MI,Prysmian SpA,Prysmian,https://www.business-humanrights.org/en/companies/prysmian/,,,,,,,,,,,,,,
PSHG_p.DE,Porsche Automobil Holding SE,N/A,N/A,,,,,,,,,,,,,,
PSN.L,Persimmon PLC,Persimmon,https://www.business-humanrights.org/en/companies/persimmon/,,,,,,,,,,,,,,
PSON.L,Pearson PLC,Pearson,https://www.business-humanrights.org/en/companies/pearson/,,,,,,,,,,,,,,
PSPN.S,PSP Swiss Property AG,N/A,N/A,,,,,,,,,,,,,,
PST.MI,Poste Italiane SpA,N/A,N/A,,,,,,,,,,,,,,
PUBP.PA,Publicis Groupe SA,Publicis,https://www.business-humanrights.org/en/companies/publicis/,,,,,,,,,,,,,,
PUIGb.MC,Puig Brands SA,Puig,https://www.business-humanrights.org/en/companies/puig/,,,,,,,,,,,,,,
PUMG.DE,Puma SE,Puma,https://www.business-humanrights.org/en/companies/puma/,,,,,,,,,,,,,,
PZU.WA,Powszechny Zaklad Ubezpieczen SA,N/A,N/A,,,,,,,,,,,,,,
QIA.DE,Qiagen NV,N/A,N/A,,,,,,,,,,,,,,
QQ.L,QinetiQ Group PLC,QinetiQ,https://www.business-humanrights.org/en/companies/qinetiq/,,,,,,,,,,,,,,
R3NK.DE,RENK Group AG,N/A,N/A,,,,,,,,,,,,,,
RAAG.DE,Rational AG,N/A,N/A,,,,,,,,,,,,,,
RACE.MI,Ferrari NV,Ferrari,https://www.business-humanrights.org/en/companies/ferrari/,,,,,,,,,,,,,,
RAND.AS,Randstad NV,Randstad,https://www.business-humanrights.org/en/companies/randstad/,,,,,,,,,,,,,,
RBIV.VI,Raiffeisen Bank International AG,Raiffeisen Zentralbank (RZB Group),https://www.business-humanrights.org/en/companies/raiffeisen-zentralbank-rzb-group/,,,,,,,,,,,,,,
RBREW.CO,Royal Unibrew A/S,N/A,N/A,,,,,,,,,,,,,,
RDC.DE,Redcare Pharmacy NV,N/A,N/A,,,,,,,,,,,,,,
RECI.MI,Recordati Industria Chimica e Farmaceutica SpA,N/A,N/A,,,,,,,,,,,,,,
REDE.MC,Redeia Corporacion SA,N/A,N/A,,,,,,,,,,,,,,
REL.L,RELX PLC,RELX Group plc,https://www.business-humanrights.org/en/companies/relx-group-plc/,,,,,,,,,,,,,,
RENA.PA,Renault SA,Renault,https://www.business-humanrights.org/en/companies/renault/,,,,,,,,,,,,,,
REP.MC,Repsol SA,Repsol,https://www.business-humanrights.org/en/companies/repsol/,,,,,,,,,,,,,,
REY.MI,Reply SpA,N/A,N/A,,,,,,,,,,,,,,
RHMG.DE,Rheinmetall AG,Rheinmetall,https://www.business-humanrights.org/en/companies/rheinmetall/,,,,,,,,,,,,,,
RILBA.CO,Ringkjoebing Landbobank A/S,N/A,N/A,,,,,,,,,,,,,,
RIO.L,Rio Tinto PLC,Rio Tinto,https://www.business-humanrights.org/en/companies/rio-tinto/,,,,,,,,,,,,,,
RKT.L,Reckitt Benckiser Group PLC,Reckitt Benckiser,https://www.business-humanrights.org/en/companies/reckitt-benckiser/,,,,,,,,,,,,,,
RMV.L,Rightmove PLC,Rightmove PLC,https://www.business-humanrights.org/en/companies/rightmove-plc/,,,,,,,,,,,,,,
ROCKb.CO,Rockwool A/S,Rockwool,https://www.business-humanrights.org/en/companies/rockwool/,,,,,,,,,,,,,,
ROG.S,Roche Holding AG,Roche,https://www.business-humanrights.org/en/companies/roche/,,,,,,,,,,,,,,
ROO.L,Deliveroo PLC,Deliveroo,https://www.business-humanrights.org/en/companies/deliveroo/,,,,,,,,,,,,,,
ROR.L,Rotork PLC,Rotork plc,https://www.business-humanrights.org/en/companies/rotork-plc/,,,,,,,,,,,,,,
RR.L,Rolls-Royce Holdings PLC,Rolls-Royce plc,https://www.business-humanrights.org/en/companies/rolls-royce-plc/,,,,,,,,,,,,,,
RS1R.L,RS Group PLC,N/A,N/A,,,,,,,,,,,,,,
RTO.L,Rentokil Initial PLC,Rentokil Initial,https://www.business-humanrights.org/en/companies/rentokil-initial/,,,,,,,,,,,,,,
RUBF.PA,Rubis SCA,N/A,N/A,,,,,,,,,,,,,,
RWEG.DE,RWE AG,RWE,https://www.business-humanrights.org/en/companies/rwe/,,,,,,,,,,,,,,
RXL.PA,Rexel SA,N/A,N/A,,,,,,,,,,,,,,
RYA.I,Ryanair Holdings PLC,Ryanair,https://www.business-humanrights.org/en/companies/ryanair/,,,,,,,,,,,,,,
SAABb.ST,Saab AB,Saab Group,https://www.business-humanrights.org/en/companies/saab-group/,,,,,,,,,,,,,,
SABE.MC,Banco de Sabadell SA,Banco Sabadell,https://www.business-humanrights.org/en/companies/banco-sabadell/,,,,,,,,,,,,,,
SAF.PA,Safran SA,Safran,https://www.business-humanrights.org/en/companies/safran/,,,,,,,,,,,,,,
SAGAb.ST,Sagax AB,N/A,N/A,,,,,,,,,,,,,,
SALM.OL,SalMar ASA,N/A,N/A,,,,,,,,,,,,,,
SAMPO.HE,Sampo Oyj,Sampo Group,https://www.business-humanrights.org/en/companies/sampo-group/,,,,,,,,,,,,,,
SAN.MC,Banco Santander SA,Santander,https://www.business-humanrights.org/en/companies/santander/,,,,,,,,,,,,,,
SAND.ST,Sandvik AB,Sandvik,https://www.business-humanrights.org/en/companies/sandvik/,,,,,,,,,,,,,,
SAPG.DE,SAP SE,SAP SE,https://www.business-humanrights.org/en/companies/sap/,,,,,,,,,,,,,,
SASY.PA,Sanofi SA,Sanofi,https://www.business-humanrights.org/en/companies/sanofi/,,,,,,,,,,,,,,
SATG_p.DE,Sartorius AG,N/A,N/A,,,,,,,,,,,,,,
SAVE.ST,Nordnet AB (publ),N/A,N/A,,,,,,,,,,,,,,
SB1NO.OL,Sparebank 1 Sor-Norge ASA,N/A,N/A,,,,,,,,,,,,,,
SBMO.AS,SBM Offshore NV,SBM Offshore,https://www.business-humanrights.org/en/companies/sbm-offshore/,,,,,,,,,,,,,,
SBRY.L,J Sainsbury PLC,Sainsbury's,https://www.business-humanrights.org/en/companies/sainsburys/,,,,,,,,,,,,,,
SCAb.ST,Svenska Cellulosa Aktiebolaget SCA,SCA,https://www.business-humanrights.org/en/companies/sca/,,,,,,,,,,,,,,
SCHN.PA,Schneider Electric SE,Schneider Electric S.E.,https://www.business-humanrights.org/en/companies/schneider-electric-se/,,,,,,,,,,,,,,
SCHP.S,Schindler Holding AG,Schindler,https://www.business-humanrights.org/en/companies/schindler/,,,,,,,,,,,,,,
SCMN.S,Swisscom AG,Swisscom,https://www.business-humanrights.org/en/companies/swisscom/,,,,,,,,,,,,,,
SCOR.PA,Scor SE,SCOR,https://www.business-humanrights.org/en/companies/scor/,,,,,,,,,,,,,,
SCTS.L,Softcat PLC,Softcat plc,https://www.business-humanrights.org/en/companies/softcat-plc/,,,,,,,,,,,,,,
SDFGn.DE,K+S AG,K+S Aktiengesellschaft,https://www.business-humanrights.org/en/companies/ks-aktiengesellschaft/,,,,,,,,,,,,,,
SDR.L,Schroders PLC,Schroders,https://www.business-humanrights.org/en/companies/schroders/,,,,,,,,,,,,,,
SDZ.S,Sandoz Group AG,N/A,N/A,,,,,,,,,,,,,,
SEBa.ST,Skandinaviska Enskilda Banken AB,SEB,https://www.business-humanrights.org/en/companies/seb/,,,,,,,,,,,,,,
SEBF.PA,SEB SA,Groupe Seb,https://www.business-humanrights.org/en/companies/seb-2/,,,,,,,,,,,,,,
SECTb.ST,Sectra AB,N/A,N/A,,,,,,,,,,,,,,
SECUb.ST,Securitas AB,Securitas AB Group,https://www.business-humanrights.org/en/companies/securitas-ab-group/,,,,,,,,,,,,,,
