ric,company_name,name_bhrc,company_id,url_bhrc,category,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026
CVC.AS,CVC Capital Partners PLC,CVC Capital Partners,760535,https://www.business-humanrights.org/en/companies/cvc-capital-partners/,hrd_attacks,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CVC.AS,CVC Capital Partners PLC,CVC Capital Partners,760535,https://www.business-humanrights.org/en/companies/cvc-capital-partners/,lawsuits,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CVC.AS,CVC Capital Partners PLC,CVC Capital Partners,760535,https://www.business-humanrights.org/en/companies/cvc-capital-partners/,other_allegations,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CWK.L,Cranswick PLC,Cranswick,761826,https://www.business-humanrights.org/en/companies/cranswick/,hrd_attacks,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CWK.L,Cranswick PLC,Cranswick,761826,https://www.business-humanrights.org/en/companies/cranswick/,lawsuits,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CWK.L,Cranswick PLC,Cranswick,761826,https://www.business-humanrights.org/en/companies/cranswick/,other_allegations,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DANO.PA,Danone SA,Danone,756712,https://www.business-humanrights.org/en/companies/danone/,hrd_attacks,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0,0
DANO.PA,Danone SA,Danone,756712,https://www.business-humanrights.org/en/companies/danone/,lawsuits,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
DANO.PA,Danone SA,Danone,756712,https://www.business-humanrights.org/en/companies/danone/,other_allegations,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2
DANSKE.CO,Danske Bank A/S,Danske Bank,756702,https://www.business-humanrights.org/en/companies/danske-bank/,hrd_attacks,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
DANSKE.CO,Danske Bank A/S,Danske Bank,756702,https://www.business-humanrights.org/en/companies/danske-bank/,lawsuits,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DANSKE.CO,Danske Bank A/S,Danske Bank,756702,https://www.business-humanrights.org/en/companies/danske-bank/,other_allegations,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
DAST.PA,Dassault Systemes SE,Dassault Systèmes S.E.,901295,https://www.business-humanrights.org/en/companies/dassault-systemes-se/,hrd_attacks,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DAST.PA,Dassault Systemes SE,Dassault Systèmes S.E.,901295,https://www.business-humanrights.org/en/companies/dassault-systemes-se/,lawsuits,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DAST.PA,Dassault Systemes SE,Dassault Systèmes S.E.,901295,https://www.business-humanrights.org/en/companies/dassault-systemes-se/,other_allegations,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DB1Gn.DE,Deutsche Boerse AG,Deutsche Boerse,756819,https://www.business-humanrights.org/en/companies/deutsche-boerse/,hrd_attacks,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DB1Gn.DE,Deutsche Boerse AG,Deutsche Boerse,756819,https://www.business-humanrights.org/en/companies/deutsche-boerse/,lawsuits,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DB1Gn.DE,Deutsche Boerse AG,Deutsche Boerse,756819,https://www.business-humanrights.org/en/companies/deutsche-boerse/,other_allegations,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DBKGn.DE,Deutsche Bank AG,Deutsche Bank,756687,https://www.business-humanrights.org/en/companies/deutsche-bank/,hrd_attacks,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0
DBKGn.DE,Deutsche Bank AG,Deutsche Bank,756687,https://www.business-humanrights.org/en/companies/deutsche-bank/,lawsuits,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DBKGn.DE,Deutsche Bank AG,Deutsche Bank,756687,https://www.business-humanrights.org/en/companies/deutsche-bank/,other_allegations,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,1
DCC.L,DCC PLC,DCC PLC,763431,https://www.business-humanrights.org/en/companies/dcc-group/,hrd_attacks,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DCC.L,DCC PLC,DCC PLC,763431,https://www.business-humanrights.org/en/companies/dcc-group/,lawsuits,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DCC.L,DCC PLC,DCC PLC,763431,https://www.business-humanrights.org/en/companies/dcc-group/,other_allegations,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DGE.L,Diageo PLC,Diageo,756652,https://www.business-humanrights.org/en/companies/diageo/,hrd_attacks,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DGE.L,Diageo PLC,Diageo,756652,https://www.business-humanrights.org/en/companies/diageo/,lawsuits,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DGE.L,Diageo PLC,Diageo,756652,https://www.business-humanrights.org/en/companies/diageo/,other_allegations,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DHER.DE,Delivery Hero SE,Delivery Hero,933402,https://www.business-humanrights.org/en/companies/delivery-hero/,hrd_attacks,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DHER.DE,Delivery Hero SE,Delivery Hero,933402,https://www.business-humanrights.org/en/companies/delivery-hero/,lawsuits,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DHER.DE,Delivery Hero SE,Delivery Hero,933402,https://www.business-humanrights.org/en/companies/delivery-hero/,other_allegations,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,1
DHLn.DE,Deutsche Post AG,Deutsche Post,756719,https://www.business-humanrights.org/en/companies/deutsche-post/,hrd_attacks,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DHLn.DE,Deutsche Post AG,Deutsche Post,756719,https://www.business-humanrights.org/en/companies/deutsche-post/,lawsuits,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DHLn.DE,Deutsche Post AG,Deutsche Post,756719,https://www.business-humanrights.org/en/companies/deutsche-post/,other_allegations,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DIAS.MI,DiaSorin SpA,DiaSorin S.p.A.,900447,https://www.business-humanrights.org/en/companies/diasorin-spa/,hrd_attacks,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DIAS.MI,DiaSorin SpA,DiaSorin S.p.A.,900447,https://www.business-humanrights.org/en/companies/diasorin-spa/,lawsuits,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DIAS.MI,DiaSorin SpA,DiaSorin S.p.A.,900447,https://www.business-humanrights.org/en/companies/diasorin-spa/,other_allegations,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DLN.L,Derwent London PLC,Derwent London plc,899793,https://www.business-humanrights.org/en/companies/derwent-london-plc/,hrd_attacks,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DLN.L,Derwent London PLC,Derwent London plc,899793,https://www.business-humanrights.org/en/companies/derwent-london-plc/,lawsuits,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DLN.L,Derwent London PLC,Derwent London plc,899793,https://www.business-humanrights.org/en/companies/derwent-london-plc/,other_allegations,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DNB.OL,Dnb Bank ASA,DNB,760184,https://www.business-humanrights.org/en/companies/dnb/,hrd_attacks,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DNB.OL,Dnb Bank ASA,DNB,760184,https://www.business-humanrights.org/en/companies/dnb/,lawsuits,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DNB.OL,Dnb Bank ASA,DNB,760184,https://www.business-humanrights.org/en/companies/dnb/,other_allegations,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
DPLM.L,Diploma PLC,Diploma PLC,901337,https://www.business-humanrights.org/en/companies/diploma-plc/,hrd_attacks,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DPLM.L,Diploma PLC,Diploma PLC,901337,https://www.business-humanrights.org/en/companies/diploma-plc/,lawsuits,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DPLM.L,Diploma PLC,Diploma PLC,901337,https://www.business-humanrights.org/en/companies/diploma-plc/,other_allegations,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DRX.L,Drax Group PLC,Drax,756770,https://www.business-humanrights.org/en/companies/drax/,hrd_attacks,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
DRX.L,Drax Group PLC,Drax,756770,https://www.business-humanrights.org/en/companies/drax/,lawsuits,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DRX.L,Drax Group PLC,Drax,756770,https://www.business-humanrights.org/en/companies/drax/,other_allegations,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DSFIR.AS,DSM-Firmenich AG,DSM,756728,https://www.business-humanrights.org/en/companies/dsm/,hrd_attacks,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DSFIR.AS,DSM-Firmenich AG,DSM,756728,https://www.business-humanrights.org/en/companies/dsm/,lawsuits,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DSFIR.AS,DSM-Firmenich AG,DSM,756728,https://www.business-humanrights.org/en/companies/dsm/,other_allegations,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
DSV.CO,DSV A/S,DSV A/S,901840,https://www.business-humanrights.org/en/companies/dsv-as/,hrd_attacks,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DSV.CO,DSV A/S,DSV A/S,901840,https://www.business-humanrights.org/en/companies/dsv-as/,lawsuits,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DSV.CO,DSV A/S,DSV A/S,901840,https://www.business-humanrights.org/en/companies/dsv-as/,other_allegations,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DTEGn.DE,Deutsche Telekom AG,Deutsche Telekom,756651,https://www.business-humanrights.org/en/companies/deutsche-telekom/,hrd_attacks,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DTEGn.DE,Deutsche Telekom AG,Deutsche Telekom,756651,https://www.business-humanrights.org/en/companies/deutsche-telekom/,lawsuits,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DTEGn.DE,Deutsche Telekom AG,Deutsche Telekom,756651,https://www.business-humanrights.org/en/companies/deutsche-telekom/,other_allegations,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DTGGe.DE,Daimler Truck Holding AG,Daimler Truck,962075,https://www.business-humanrights.org/en/companies/daimler-truck/,hrd_attacks,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DTGGe.DE,Daimler Truck Holding AG,Daimler Truck,962075,https://www.business-humanrights.org/en/companies/daimler-truck/,lawsuits,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DTGGe.DE,Daimler Truck Holding AG,Daimler Truck,962075,https://www.business-humanrights.org/en/companies/daimler-truck/,other_allegations,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EDP.LS,EDP SA,Energias de Portugal (EDP),760955,https://www.business-humanrights.org/en/companies/energias-de-portugal-edp/,hrd_attacks,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
EDP.LS,EDP SA,Energias de Portugal (EDP),760955,https://www.business-humanrights.org/en/companies/energias-de-portugal-edp/,lawsuits,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EDP.LS,EDP SA,Energias de Portugal (EDP),760955,https://www.business-humanrights.org/en/companies/energias-de-portugal-edp/,other_allegations,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
ELE.MC,Endesa SA,Endesa (part of Enel),756834,https://www.business-humanrights.org/en/companies/endesa-part-of-enel/,hrd_attacks,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
ELE.MC,Endesa SA,Endesa (part of Enel),756834,https://www.business-humanrights.org/en/companies/endesa-part-of-enel/,lawsuits,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ELE.MC,Endesa SA,Endesa (part of Enel),756834,https://www.business-humanrights.org/en/companies/endesa-part-of-enel/,other_allegations,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ELISA.HE,Elisa Oyj,Elisa,765632,https://www.business-humanrights.org/en/companies/elisa/,hrd_attacks,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ELISA.HE,Elisa Oyj,Elisa,765632,https://www.business-humanrights.org/en/companies/elisa/,lawsuits,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ELISA.HE,Elisa Oyj,Elisa,765632,https://www.business-humanrights.org/en/companies/elisa/,other_allegations,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EMBRACb.ST,Embracer Group AB,Embracer Group,929098,https://www.business-humanrights.org/en/companies/embracer-group/,hrd_attacks,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EMBRACb.ST,Embracer Group AB,Embracer Group,929098,https://www.business-humanrights.org/en/companies/embracer-group/,lawsuits,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EMBRACb.ST,Embracer Group AB,Embracer Group,929098,https://www.business-humanrights.org/en/companies/embracer-group/,other_allegations,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EMG.L,Man Group PLC,Man Group,758323,https://www.business-humanrights.org/en/companies/man-group/,hrd_attacks,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EMG.L,Man Group PLC,Man Group,758323,https://www.business-humanrights.org/en/companies/man-group/,lawsuits,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EMG.L,Man Group PLC,Man Group,758323,https://www.business-humanrights.org/en/companies/man-group/,other_allegations,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
EMSN.S,Ems Chemie Holding AG,EMS Group,764460,https://www.business-humanrights.org/en/companies/ems-group/,hrd_attacks,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EMSN.S,Ems Chemie Holding AG,EMS Group,764460,https://www.business-humanrights.org/en/companies/ems-group/,lawsuits,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EMSN.S,Ems Chemie Holding AG,EMS Group,764460,https://www.business-humanrights.org/en/companies/ems-group/,other_allegations,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENAG.MC,Enagas SA,Enagás,756946,https://www.business-humanrights.org/en/companies/enagás/,hrd_attacks,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
ENAG.MC,Enagas SA,Enagás,756946,https://www.business-humanrights.org/en/companies/enagás/,lawsuits,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENAG.MC,Enagas SA,Enagás,756946,https://www.business-humanrights.org/en/companies/enagás/,other_allegations,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENEI.MI,Enel SpA,Enel,756899,https://www.business-humanrights.org/en/companies/enel/,hrd_attacks,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,1,0,0
ENEI.MI,Enel SpA,Enel,756899,https://www.business-humanrights.org/en/companies/enel/,lawsuits,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENEI.MI,Enel SpA,Enel,756899,https://www.business-humanrights.org/en/companies/enel/,other_allegations,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0
ENGIE.PA,Engie SA,Engie (formerly GDF Suez),761484,https://www.business-humanrights.org/en/companies/engie-formerly-gdf-suez/,hrd_attacks,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENGIE.PA,Engie SA,Engie (formerly GDF Suez),761484,https://www.business-humanrights.org/en/companies/engie-formerly-gdf-suez/,lawsuits,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENGIE.PA,Engie SA,Engie (formerly GDF Suez),761484,https://www.business-humanrights.org/en/companies/engie-formerly-gdf-suez/,other_allegations,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,2,0
ENI.MI,Eni SpA,Eni ,757009,https://www.business-humanrights.org/en/companies/eni/,hrd_attacks,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
ENI.MI,Eni SpA,Eni ,757009,https://www.business-humanrights.org/en/companies/eni/,lawsuits,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
ENI.MI,Eni SpA,Eni ,757009,https://www.business-humanrights.org/en/companies/eni/,other_allegations,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0
ENR1n.DE,Siemens Energy AG,Siemens Energy AG,936869,https://www.business-humanrights.org/en/companies/siemens-energy-ag/,hrd_attacks,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENR1n.DE,Siemens Energy AG,Siemens Energy AG,936869,https://www.business-humanrights.org/en/companies/siemens-energy-ag/,lawsuits,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENR1n.DE,Siemens Energy AG,Siemens Energy AG,936869,https://www.business-humanrights.org/en/companies/siemens-energy-ag/,other_allegations,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
EONGn.DE,E.ON SE,E.ON,756832,https://www.business-humanrights.org/en/companies/eon/,hrd_attacks,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EONGn.DE,E.ON SE,E.ON,756832,https://www.business-humanrights.org/en/companies/eon/,lawsuits,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EONGn.DE,E.ON SE,E.ON,756832,https://www.business-humanrights.org/en/companies/eon/,other_allegations,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EPIRa.ST,Epiroc AB,Epiroc AB,938548,https://www.business-humanrights.org/en/companies/epiroc-ab/,hrd_attacks,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EPIRa.ST,Epiroc AB,Epiroc AB,938548,https://www.business-humanrights.org/en/companies/epiroc-ab/,lawsuits,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EPIRa.ST,Epiroc AB,Epiroc AB,938548,https://www.business-humanrights.org/en/companies/epiroc-ab/,other_allegations,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EQNR.OL,Equinor ASA,Equinor (formerly Statoil),759568,https://www.business-humanrights.org/en/companies/equinor-formerly-statoil/,hrd_attacks,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EQNR.OL,Equinor ASA,Equinor (formerly Statoil),759568,https://www.business-humanrights.org/en/companies/equinor-formerly-statoil/,lawsuits,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
EQNR.OL,Equinor ASA,Equinor (formerly Statoil),759568,https://www.business-humanrights.org/en/companies/equinor-formerly-statoil/,other_allegations,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
EQTAB.ST,EQT AB,EQT Ventures,918686,https://www.business-humanrights.org/en/companies/eqt-ventures/,hrd_attacks,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EQTAB.ST,EQT AB,EQT Ventures,918686,https://www.business-humanrights.org/en/companies/eqt-ventures/,lawsuits,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EQTAB.ST,EQT AB,EQT Ventures,918686,https://www.business-humanrights.org/en/companies/eqt-ventures/,other_allegations,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ERICb.ST,Telefonaktiebolaget LM Ericsson,Ericsson,756836,https://www.business-humanrights.org/en/companies/ericsson/,hrd_attacks,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ERICb.ST,Telefonaktiebolaget LM Ericsson,Ericsson,756836,https://www.business-humanrights.org/en/companies/ericsson/,lawsuits,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ERICb.ST,Telefonaktiebolaget LM Ericsson,Ericsson,756836,https://www.business-humanrights.org/en/companies/ericsson/,other_allegations,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0
ERST.VI,Erste Group Bank AG,Erste Group,963588,https://www.business-humanrights.org/en/companies/erste-group/,hrd_attacks,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ERST.VI,Erste Group Bank AG,Erste Group,963588,https://www.business-humanrights.org/en/companies/erste-group/,lawsuits,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ERST.VI,Erste Group Bank AG,Erste Group,963588,https://www.business-humanrights.org/en/companies/erste-group/,other_allegations,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
ESSITYb.ST,Essity AB (publ),Essity,936450,https://www.business-humanrights.org/en/companies/essity/,hrd_attacks,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ESSITYb.ST,Essity AB (publ),Essity,936450,https://www.business-humanrights.org/en/companies/essity/,lawsuits,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
