ric,company_name,name_bhrc,company_id,url_bhrc,category,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026
INF.L,Informa PLC,Informa plc,901879,https://www.business-humanrights.org/en/companies/informa-plc/,other_allegations,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
INGA.AS,ING Groep NV,ING,757625,https://www.business-humanrights.org/en/companies/ing/,hrd_attacks,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
INGA.AS,ING Groep NV,ING,757625,https://www.business-humanrights.org/en/companies/ing/,lawsuits,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
INGA.AS,ING Groep NV,ING,757625,https://www.business-humanrights.org/en/companies/ing/,other_allegations,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,1
INVP.L,Investec PLC,Investec Bank plc,907393,https://www.business-humanrights.org/en/companies/investec-bank-plc/,hrd_attacks,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
INVP.L,Investec PLC,Investec Bank plc,907393,https://www.business-humanrights.org/en/companies/investec-bank-plc/,lawsuits,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
INVP.L,Investec PLC,Investec Bank plc,907393,https://www.business-humanrights.org/en/companies/investec-bank-plc/,other_allegations,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ISP.MI,Intesa Sanpaolo SpA,Intesa Sanpaolo,757727,https://www.business-humanrights.org/en/companies/intesa-sanpaolo/,hrd_attacks,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ISP.MI,Intesa Sanpaolo SpA,Intesa Sanpaolo,757727,https://www.business-humanrights.org/en/companies/intesa-sanpaolo/,lawsuits,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ISP.MI,Intesa Sanpaolo SpA,Intesa Sanpaolo,757727,https://www.business-humanrights.org/en/companies/intesa-sanpaolo/,other_allegations,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1
ISS.CO,ISS A/S,ISS,757634,https://www.business-humanrights.org/en/companies/iss/,hrd_attacks,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ISS.CO,ISS A/S,ISS,757634,https://www.business-humanrights.org/en/companies/iss/,lawsuits,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ISS.CO,ISS A/S,ISS,757634,https://www.business-humanrights.org/en/companies/iss/,other_allegations,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
ITRK.L,Intertek Group PLC,Intertek,760667,https://www.business-humanrights.org/en/companies/intertek/,hrd_attacks,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ITRK.L,Intertek Group PLC,Intertek,760667,https://www.business-humanrights.org/en/companies/intertek/,lawsuits,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ITRK.L,Intertek Group PLC,Intertek,760667,https://www.business-humanrights.org/en/companies/intertek/,other_allegations,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0
ITV.L,ITV PLC,ITV,757661,https://www.business-humanrights.org/en/companies/itv/,hrd_attacks,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ITV.L,ITV PLC,ITV,757661,https://www.business-humanrights.org/en/companies/itv/,lawsuits,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ITV.L,ITV PLC,ITV,757661,https://www.business-humanrights.org/en/companies/itv/,other_allegations,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ITX.MC,Industria de Diseno Textil SA,Inditex,757645,https://www.business-humanrights.org/en/companies/inditex/,hrd_attacks,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,9,0,5,0,0,0
ITX.MC,Industria de Diseno Textil SA,Inditex,757645,https://www.business-humanrights.org/en/companies/inditex/,lawsuits,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ITX.MC,Industria de Diseno Textil SA,Inditex,757645,https://www.business-humanrights.org/en/companies/inditex/,other_allegations,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,29,37,27,6,1
IVG.MI,Iveco Group NV,Iveco,964675,https://www.business-humanrights.org/en/companies/iveco/,hrd_attacks,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IVG.MI,Iveco Group NV,Iveco,964675,https://www.business-humanrights.org/en/companies/iveco/,lawsuits,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IVG.MI,Iveco Group NV,Iveco,964675,https://www.business-humanrights.org/en/companies/iveco/,other_allegations,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JD.L,JD Sports Fashion PLC,JD Sports Fashion,762216,https://www.business-humanrights.org/en/companies/jd-sports-fashion/,hrd_attacks,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JD.L,JD Sports Fashion PLC,JD Sports Fashion,762216,https://www.business-humanrights.org/en/companies/jd-sports-fashion/,lawsuits,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JD.L,JD Sports Fashion PLC,JD Sports Fashion,762216,https://www.business-humanrights.org/en/companies/jd-sports-fashion/,other_allegations,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,3,6,0,0
JDEP.AS,JDE Peets NV,Jacobs Douwe Egberts (JDE),918331,https://www.business-humanrights.org/en/companies/jacobs-douwe-egberts/,hrd_attacks,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JDEP.AS,JDE Peets NV,Jacobs Douwe Egberts (JDE),918331,https://www.business-humanrights.org/en/companies/jacobs-douwe-egberts/,lawsuits,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JDEP.AS,JDE Peets NV,Jacobs Douwe Egberts (JDE),918331,https://www.business-humanrights.org/en/companies/jacobs-douwe-egberts/,other_allegations,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
JMAT.L,Johnson Matthey PLC,Johnson Matthey,757813,https://www.business-humanrights.org/en/companies/johnson-matthey/,hrd_attacks,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JMAT.L,Johnson Matthey PLC,Johnson Matthey,757813,https://www.business-humanrights.org/en/companies/johnson-matthey/,lawsuits,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JMAT.L,Johnson Matthey PLC,Johnson Matthey,757813,https://www.business-humanrights.org/en/companies/johnson-matthey/,other_allegations,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JYSK.CO,Jyske Bank A/S,Jyske Bank,908859,https://www.business-humanrights.org/en/companies/jyske-bank/,hrd_attacks,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JYSK.CO,Jyske Bank A/S,Jyske Bank,908859,https://www.business-humanrights.org/en/companies/jyske-bank/,lawsuits,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JYSK.CO,Jyske Bank A/S,Jyske Bank,908859,https://www.business-humanrights.org/en/companies/jyske-bank/,other_allegations,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KBC.BR,Kbc Groep NV,KBC,757855,https://www.business-humanrights.org/en/companies/kbc/,hrd_attacks,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KBC.BR,Kbc Groep NV,KBC,757855,https://www.business-humanrights.org/en/companies/kbc/,lawsuits,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KBC.BR,Kbc Groep NV,KBC,757855,https://www.business-humanrights.org/en/companies/kbc/,other_allegations,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
KEMIRA.HE,Kemira Oyj,Kemira,757946,https://www.business-humanrights.org/en/companies/kemira/,hrd_attacks,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KEMIRA.HE,Kemira Oyj,Kemira,757946,https://www.business-humanrights.org/en/companies/kemira/,lawsuits,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KEMIRA.HE,Kemira Oyj,Kemira,757946,https://www.business-humanrights.org/en/companies/kemira/,other_allegations,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KESKOB.HE,Kesko Oyj,Kesko,757859,https://www.business-humanrights.org/en/companies/kesko/,hrd_attacks,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KESKOB.HE,Kesko Oyj,Kesko,757859,https://www.business-humanrights.org/en/companies/kesko/,lawsuits,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KESKOB.HE,Kesko Oyj,Kesko,757859,https://www.business-humanrights.org/en/companies/kesko/,other_allegations,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KGF.L,Kingfisher PLC,Kingfisher,757873,https://www.business-humanrights.org/en/companies/kingfisher/,hrd_attacks,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KGF.L,Kingfisher PLC,Kingfisher,757873,https://www.business-humanrights.org/en/companies/kingfisher/,lawsuits,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KGF.L,Kingfisher PLC,Kingfisher,757873,https://www.business-humanrights.org/en/companies/kingfisher/,other_allegations,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KGH.WA,KGHM Polska Miedz SA,KGHM Polska MiedŸ S.A,911270,https://www.business-humanrights.org/en/companies/kghm-polska-miedÿ-sa/,hrd_attacks,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KGH.WA,KGHM Polska Miedz SA,KGHM Polska MiedŸ S.A,911270,https://www.business-humanrights.org/en/companies/kghm-polska-miedÿ-sa/,lawsuits,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KGH.WA,KGHM Polska Miedz SA,KGHM Polska MiedŸ S.A,911270,https://www.business-humanrights.org/en/companies/kghm-polska-miedÿ-sa/,other_allegations,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0
KNIN.S,Kuehne und Nagel International AG,Kühne + Nagel,761379,https://www.business-humanrights.org/en/companies/kühne-nagel/,hrd_attacks,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KNIN.S,Kuehne und Nagel International AG,Kühne + Nagel,761379,https://www.business-humanrights.org/en/companies/kühne-nagel/,lawsuits,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KNIN.S,Kuehne und Nagel International AG,Kühne + Nagel,761379,https://www.business-humanrights.org/en/companies/kühne-nagel/,other_allegations,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KOG.OL,Kongsberg Gruppen ASA,Kongsberg,765857,https://www.business-humanrights.org/en/companies/kongsberg/,hrd_attacks,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KOG.OL,Kongsberg Gruppen ASA,Kongsberg,765857,https://www.business-humanrights.org/en/companies/kongsberg/,lawsuits,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KOG.OL,Kongsberg Gruppen ASA,Kongsberg,765857,https://www.business-humanrights.org/en/companies/kongsberg/,other_allegations,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
KPN.AS,Koninklijke KPN NV,KPN,760616,https://www.business-humanrights.org/en/companies/kpn/,hrd_attacks,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KPN.AS,Koninklijke KPN NV,KPN,760616,https://www.business-humanrights.org/en/companies/kpn/,lawsuits,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KPN.AS,Koninklijke KPN NV,KPN,760616,https://www.business-humanrights.org/en/companies/kpn/,other_allegations,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KSP.I,Kingspan Group PLC,Kingspan,763699,https://www.business-humanrights.org/en/companies/kingspan/,hrd_attacks,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KSP.I,Kingspan Group PLC,Kingspan,763699,https://www.business-humanrights.org/en/companies/kingspan/,lawsuits,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KSP.I,Kingspan Group PLC,Kingspan,763699,https://www.business-humanrights.org/en/companies/kingspan/,other_allegations,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KYGa.I,Kerry Group PLC,Kerry Group,762818,https://www.business-humanrights.org/en/companies/kerry-group/,hrd_attacks,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KYGa.I,Kerry Group PLC,Kerry Group,762818,https://www.business-humanrights.org/en/companies/kerry-group/,lawsuits,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KYGa.I,Kerry Group PLC,Kerry Group,762818,https://www.business-humanrights.org/en/companies/kerry-group/,other_allegations,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
LAND.L,Land Securities Group PLC,Land Securities,758079,https://www.business-humanrights.org/en/companies/land-securities/,hrd_attacks,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LAND.L,Land Securities Group PLC,Land Securities,758079,https://www.business-humanrights.org/en/companies/land-securities/,lawsuits,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LAND.L,Land Securities Group PLC,Land Securities,758079,https://www.business-humanrights.org/en/companies/land-securities/,other_allegations,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LDOF.MI,Leonardo SpA,Leonardo,762682,https://www.business-humanrights.org/en/companies/leonardo/,hrd_attacks,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0
LDOF.MI,Leonardo SpA,Leonardo,762682,https://www.business-humanrights.org/en/companies/leonardo/,lawsuits,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LDOF.MI,Leonardo SpA,Leonardo,762682,https://www.business-humanrights.org/en/companies/leonardo/,other_allegations,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0
LEGD.PA,Legrand SA,Legrand Electric Ltd,904500,https://www.business-humanrights.org/en/companies/legrand-electric-ltd/,hrd_attacks,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LEGD.PA,Legrand SA,Legrand Electric Ltd,904500,https://www.business-humanrights.org/en/companies/legrand-electric-ltd/,lawsuits,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LEGD.PA,Legrand SA,Legrand Electric Ltd,904500,https://www.business-humanrights.org/en/companies/legrand-electric-ltd/,other_allegations,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LHAG.DE,Deutsche Lufthansa AG,Lufthansa,758000,https://www.business-humanrights.org/en/companies/lufthansa/,hrd_attacks,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LHAG.DE,Deutsche Lufthansa AG,Lufthansa,758000,https://www.business-humanrights.org/en/companies/lufthansa/,lawsuits,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LHAG.DE,Deutsche Lufthansa AG,Lufthansa,758000,https://www.business-humanrights.org/en/companies/lufthansa/,other_allegations,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
LIGHT.AS,Signify NV,Signify,763735,https://www.business-humanrights.org/en/companies/signify/,hrd_attacks,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LIGHT.AS,Signify NV,Signify,763735,https://www.business-humanrights.org/en/companies/signify/,lawsuits,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LIGHT.AS,Signify NV,Signify,763735,https://www.business-humanrights.org/en/companies/signify/,other_allegations,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
LISP.S,Chocoladefabriken Lindt & Spruengli AG,Lindt & Sprüngli,762635,https://www.business-humanrights.org/en/companies/lindt-sprüngli/,hrd_attacks,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LISP.S,Chocoladefabriken Lindt & Spruengli AG,Lindt & Sprüngli,762635,https://www.business-humanrights.org/en/companies/lindt-sprüngli/,lawsuits,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LISP.S,Chocoladefabriken Lindt & Spruengli AG,Lindt & Sprüngli,762635,https://www.business-humanrights.org/en/companies/lindt-sprüngli/,other_allegations,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LLOY.L,Lloyds Banking Group PLC,Lloyds,757982,https://www.business-humanrights.org/en/companies/lloyds/,hrd_attacks,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LLOY.L,Lloyds Banking Group PLC,Lloyds,757982,https://www.business-humanrights.org/en/companies/lloyds/,lawsuits,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LLOY.L,Lloyds Banking Group PLC,Lloyds,757982,https://www.business-humanrights.org/en/companies/lloyds/,other_allegations,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0
LMPL.L,LondonMetric Property PLC,LondonMetric Property PLC,899548,https://www.business-humanrights.org/en/companies/londonmetric-property-plc/,hrd_attacks,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LMPL.L,LondonMetric Property PLC,LondonMetric Property PLC,899548,https://www.business-humanrights.org/en/companies/londonmetric-property-plc/,lawsuits,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LMPL.L,LondonMetric Property PLC,LondonMetric Property PLC,899548,https://www.business-humanrights.org/en/companies/londonmetric-property-plc/,other_allegations,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOGN.S,Logitech International SA,Logitech,765725,https://www.business-humanrights.org/en/companies/logitech/,hrd_attacks,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOGN.S,Logitech International SA,Logitech,765725,https://www.business-humanrights.org/en/companies/logitech/,lawsuits,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOGN.S,Logitech International SA,Logitech,765725,https://www.business-humanrights.org/en/companies/logitech/,other_allegations,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LONN.S,Lonza Group AG,Lonza,764781,https://www.business-humanrights.org/en/companies/lonza/,hrd_attacks,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LONN.S,Lonza Group AG,Lonza,764781,https://www.business-humanrights.org/en/companies/lonza/,lawsuits,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LONN.S,Lonza Group AG,Lonza,764781,https://www.business-humanrights.org/en/companies/lonza/,other_allegations,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LPPP.WA,LPP SA,LPP Spółka Akcyjna,762728,https://www.business-humanrights.org/en/companies/lpp-spółka-akcyjna/,hrd_attacks,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LPPP.WA,LPP SA,LPP Spółka Akcyjna,762728,https://www.business-humanrights.org/en/companies/lpp-spółka-akcyjna/,lawsuits,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LPPP.WA,LPP SA,LPP Spółka Akcyjna,762728,https://www.business-humanrights.org/en/companies/lpp-spółka-akcyjna/,other_allegations,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,21,37,56,0,0
LSEG.L,London Stock Exchange Group PLC,London Stock Exchange,758127,https://www.business-humanrights.org/en/companies/london-stock-exchange/,hrd_attacks,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LSEG.L,London Stock Exchange Group PLC,London Stock Exchange,758127,https://www.business-humanrights.org/en/companies/london-stock-exchange/,lawsuits,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LSEG.L,London Stock Exchange Group PLC,London Stock Exchange,758127,https://www.business-humanrights.org/en/companies/london-stock-exchange/,other_allegations,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LVMH.PA,LVMH Moet Hennessy Louis Vuitton SE,LVMH Moët Hennessy – Louis Vuitton,758060,https://www.business-humanrights.org/en/companies/lvmh-moët-hennessy-louis-vuitton/,hrd_attacks,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LVMH.PA,LVMH Moet Hennessy Louis Vuitton SE,LVMH Moët Hennessy – Louis Vuitton,758060,https://www.business-humanrights.org/en/companies/lvmh-moët-hennessy-louis-vuitton/,lawsuits,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LVMH.PA,LVMH Moet Hennessy Louis Vuitton SE,LVMH Moët Hennessy – Louis Vuitton,758060,https://www.business-humanrights.org/en/companies/lvmh-moët-hennessy-louis-vuitton/,other_allegations,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
LXSG.DE,Lanxess AG,LANXESS,763966,https://www.business-humanrights.org/en/companies/lanxess/,hrd_attacks,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LXSG.DE,Lanxess AG,LANXESS,763966,https://www.business-humanrights.org/en/companies/lanxess/,lawsuits,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LXSG.DE,Lanxess AG,LANXESS,763966,https://www.business-humanrights.org/en/companies/lanxess/,other_allegations,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MAERSKb.CO,AP Moeller - Maersk A/S,A.P. Moller - Maersk Group,755536,https://www.business-humanrights.org/en/companies/ap-moller-maersk-group/,hrd_attacks,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MAERSKb.CO,AP Moeller - Maersk A/S,A.P. Moller - Maersk Group,755536,https://www.business-humanrights.org/en/companies/ap-moller-maersk-group/,lawsuits,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
