ric,company_name,name_bhrc,url_bhrc,company_id
BCVN.S,Banque Cantonale Vaudoise,Banque Cantonale Vaudoise,https://www.business-humanrights.org/en/companies/banque-cantonale-vaudoise/,935784
BEIG.DE,Beiersdorf AG,Beiersdorf,https://www.business-humanrights.org/en/companies/beiersdorf/,756044
BEZG.L,Beazley PLC,Beazley PLC,https://www.business-humanrights.org/en/companies/beazley-plc/,905694
BIOX.PA,Biomerieux SA,bioMérieux,https://www.business-humanrights.org/en/companies/biomérieux/,755958
BIRG.I,Bank of Ireland Group PLC,Bank of Ireland Group plc,https://www.business-humanrights.org/en/companies/bank-of-ireland-group-plc/,900380
BKGH.L,Berkeley Group Holdings PLC,Berkeley Group,https://www.business-humanrights.org/en/companies/berkeley-group/,762640
BKT.MC,Bankinter SA,Bankinter,https://www.business-humanrights.org/en/companies/bankinter/,756150
BKWB.S,BKW AG,BKW Energy,https://www.business-humanrights.org/en/companies/bkw-energy/,763871
BLND.L,British Land Company PLC,British Land,https://www.business-humanrights.org/en/companies/british-land/,756067
BMEB.L,B&M European Value Retail SA,B&M European Value Retail S.A.,https://www.business-humanrights.org/en/companies/bm-european-value-retail-sa/,903298
BMWG.DE,Bayerische Motoren Werke AG,BMW,https://www.business-humanrights.org/en/companies/bmw/,755904
BNPP.PA,BNP Paribas SA,BNP Paribas,https://www.business-humanrights.org/en/companies/bnp-paribas/,755929
BNRGn.DE,Brenntag SE,Brenntag,https://www.business-humanrights.org/en/companies/brenntag/,756086
BNZL.L,Bunzl plc,Bunzl,https://www.business-humanrights.org/en/companies/bunzl/,760268
BOL.ST,Boliden AB,Boliden,https://www.business-humanrights.org/en/companies/boliden/,755935
BOLL.PA,Bollore SE,Bolloré,https://www.business-humanrights.org/en/companies/bolloré/,760997
BOUY.PA,Bouygues SA,Bouygues,https://www.business-humanrights.org/en/companies/bouygues/,755923
BP.L,BP PLC,bp,https://www.business-humanrights.org/en/companies/bp/,755899
BRBY.L,Burberry Group PLC,Burberry,https://www.business-humanrights.org/en/companies/burberry/,755999
BT.L,BT Group PLC,bt,https://www.business-humanrights.org/en/companies/bt/,755906
BUCN.S,Bucher Industries AG,Bucher Industries,https://www.business-humanrights.org/en/companies/bucher-industries/,764779
BVI.PA,Bureau Veritas SA,Bureau Veritas,https://www.business-humanrights.org/en/companies/bureau-veritas/,764799
BWY.L,Bellway PLC,Bellway Homes,https://www.business-humanrights.org/en/companies/bellway-homes/,762639
BYG.L,Big Yellow Group PLC,Big Yellow Group PLC,https://www.business-humanrights.org/en/companies/big-yellow-group-plc/,903670
BZU.MI,Buzzi SpA,Buzzi Unicem,https://www.business-humanrights.org/en/companies/buzzi-unicem/,936967
CABK.MC,CaixaBank SA,CaixaBank (part of La Caixa),https://www.business-humanrights.org/en/companies/caixabank-part-of-la-caixa/,760598
CAGR.PA,Credit Agricole SA,Crédit Agricole,https://www.business-humanrights.org/en/companies/crédit-agricole/,756227
CAPP.PA,Capgemini SE,Capgemini,https://www.business-humanrights.org/en/companies/capgemini/,756412
CARLb.CO,Carlsberg A/S,Carlsberg UK Limited,https://www.business-humanrights.org/en/companies/carlsberg-uk-limited/,904983
CARR.PA,Carrefour SA,Carrefour ,https://www.business-humanrights.org/en/companies/carrefour/,756211
CAST.ST,Castellum AB,Castellum,https://www.business-humanrights.org/en/companies/castellum/,765629
CBKG.DE,Commerzbank AG,Commerzbank,https://www.business-humanrights.org/en/companies/commerzbank/,756305
CCC.L,Computacenter PLC,Computacenter plc,https://www.business-humanrights.org/en/companies/computacenter-plc/,905017
CCH.L,Coca Cola HBC AG,Coca-Cola HBC AG,https://www.business-humanrights.org/en/companies/coca-cola-hellenic/,756625
CFR.S,Compagnie Financiere Richemont SA,Richemont,https://www.business-humanrights.org/en/companies/richemont/,759075
CLN.S,Clariant AG,Clariant,https://www.business-humanrights.org/en/companies/clariant/,756220
CNA.L,Centrica PLC,Centrica,https://www.business-humanrights.org/en/companies/centrica/,756254
COFB.BR,Cofinimmo SA,Cofinimmo,https://www.business-humanrights.org/en/companies/cofinimmo/,765627
COLOb.CO,Coloplast A/S,Coloplast A/S,https://www.business-humanrights.org/en/companies/coloplast-as/,903072
CONG.DE,Continental AG,Continental AG,https://www.business-humanrights.org/en/companies/continental-ag/,756506
CPG.L,Compass Group PLC,Compass Group,https://www.business-humanrights.org/en/companies/compass-group/,756273
CPRI.MI,Davide Campari Milano NV,Campari Group,https://www.business-humanrights.org/en/companies/campari-group/,947208
CRDA.L,Croda International PLC,Croda International PLC,https://www.business-humanrights.org/en/companies/croda-international-plc/,901197
CRDI.MI,UniCredit SpA,Unicredito Italiano (now Unicredit),https://www.business-humanrights.org/en/companies/unicredito-italiano-now-unicredit/,759879
CTEC.L,ConvaTec Group PLC,ConvaTec Group plc,https://www.business-humanrights.org/en/companies/convatec-group-plc/,901024
CVC.AS,CVC Capital Partners PLC,CVC Capital Partners,https://www.business-humanrights.org/en/companies/cvc-capital-partners/,760535
CWK.L,Cranswick PLC,Cranswick,https://www.business-humanrights.org/en/companies/cranswick/,761826
DANO.PA,Danone SA,Danone,https://www.business-humanrights.org/en/companies/danone/,756712
DANSKE.CO,Danske Bank A/S,Danske Bank,https://www.business-humanrights.org/en/companies/danske-bank/,756702
DAST.PA,Dassault Systemes SE,Dassault Systèmes S.E.,https://www.business-humanrights.org/en/companies/dassault-systemes-se/,901295
DB1Gn.DE,Deutsche Boerse AG,Deutsche Boerse,https://www.business-humanrights.org/en/companies/deutsche-boerse/,756819
DBKGn.DE,Deutsche Bank AG,Deutsche Bank,https://www.business-humanrights.org/en/companies/deutsche-bank/,756687
DCC.L,DCC PLC,DCC PLC,https://www.business-humanrights.org/en/companies/dcc-group/,763431
DGE.L,Diageo PLC,Diageo,https://www.business-humanrights.org/en/companies/diageo/,756652
DHER.DE,Delivery Hero SE,Delivery Hero,https://www.business-humanrights.org/en/companies/delivery-hero/,933402
DHLn.DE,Deutsche Post AG,Deutsche Post,https://www.business-humanrights.org/en/companies/deutsche-post/,756719
DIAS.MI,DiaSorin SpA,DiaSorin S.p.A.,https://www.business-humanrights.org/en/companies/diasorin-spa/,900447
DLN.L,Derwent London PLC,Derwent London plc,https://www.business-humanrights.org/en/companies/derwent-london-plc/,899793
DNB.OL,Dnb Bank ASA,DNB,https://www.business-humanrights.org/en/companies/dnb/,760184
DPLM.L,Diploma PLC,Diploma PLC,https://www.business-humanrights.org/en/companies/diploma-plc/,901337
DRX.L,Drax Group PLC,Drax,https://www.business-humanrights.org/en/companies/drax/,756770
DSFIR.AS,DSM-Firmenich AG,DSM,https://www.business-humanrights.org/en/companies/dsm/,756728
DSV.CO,DSV A/S,DSV A/S,https://www.business-humanrights.org/en/companies/dsv-as/,901840
DTEGn.DE,Deutsche Telekom AG,Deutsche Telekom,https://www.business-humanrights.org/en/companies/deutsche-telekom/,756651
DTGGe.DE,Daimler Truck Holding AG,Daimler Truck,https://www.business-humanrights.org/en/companies/daimler-truck/,962075
EDP.LS,EDP SA,Energias de Portugal (EDP),https://www.business-humanrights.org/en/companies/energias-de-portugal-edp/,760955
ELE.MC,Endesa SA,Endesa (part of Enel),https://www.business-humanrights.org/en/companies/endesa-part-of-enel/,756834
ELISA.HE,Elisa Oyj,Elisa,https://www.business-humanrights.org/en/companies/elisa/,765632
EMBRACb.ST,Embracer Group AB,Embracer Group,https://www.business-humanrights.org/en/companies/embracer-group/,929098
EMG.L,Man Group PLC,Man Group,https://www.business-humanrights.org/en/companies/man-group/,758323
EMSN.S,Ems Chemie Holding AG,EMS Group,https://www.business-humanrights.org/en/companies/ems-group/,764460
ENAG.MC,Enagas SA,Enagás,https://www.business-humanrights.org/en/companies/enagás/,756946
ENEI.MI,Enel SpA,Enel,https://www.business-humanrights.org/en/companies/enel/,756899
ENGIE.PA,Engie SA,Engie (formerly GDF Suez),https://www.business-humanrights.org/en/companies/engie-formerly-gdf-suez/,761484
ENI.MI,Eni SpA,Eni ,https://www.business-humanrights.org/en/companies/eni/,757009
ENR1n.DE,Siemens Energy AG,Siemens Energy AG,https://www.business-humanrights.org/en/companies/siemens-energy-ag/,936869
EONGn.DE,E.ON SE,E.ON,https://www.business-humanrights.org/en/companies/eon/,756832
EPIRa.ST,Epiroc AB,Epiroc AB,https://www.business-humanrights.org/en/companies/epiroc-ab/,938548
EQNR.OL,Equinor ASA,Equinor (formerly Statoil),https://www.business-humanrights.org/en/companies/equinor-formerly-statoil/,759568
EQTAB.ST,EQT AB,EQT Ventures,https://www.business-humanrights.org/en/companies/eqt-ventures/,918686
ERICb.ST,Telefonaktiebolaget LM Ericsson,Ericsson,https://www.business-humanrights.org/en/companies/ericsson/,756836
ERST.VI,Erste Group Bank AG,Erste Group,https://www.business-humanrights.org/en/companies/erste-group/,963588
ESSITYb.ST,Essity AB (publ),Essity,https://www.business-humanrights.org/en/companies/essity/,936450
EUFI.PA,Eurofins Scientific SE,Eurofins Scientific SE,https://www.business-humanrights.org/en/companies/eurofins-scientific-se/,902029
EVKn.DE,Evonik Industries AG,evonik,https://www.business-humanrights.org/en/companies/evonik/,762869
EXHO.PA,Sodexo SA,Sodexo,https://www.business-humanrights.org/en/companies/sodexo/,759523
EXOR.AS,Exor NV,Exor Investments,https://www.business-humanrights.org/en/companies/exor-investments/,938573
EXPN.L,Experian PLC,Experian,https://www.business-humanrights.org/en/companies/experian/,760736
EZJ.L,Easyjet PLC,easyJet,https://www.business-humanrights.org/en/companies/easyjet/,756876
